city,state,age,dateMissing,state_code,city_code,cluster
GRAND RAPIDS,MI,16,20250316,23,467,2
WEST COVINA,CA,14,20250301,5,1307,0
LA CROSSE,WI,14,20250314,52,612,2
JACKSONVILLE,FL,17,20250223,10,563,2
SAINT ALBANS,VT,14,20250312,50,1054,0
CINCINNATI,OH,17,20250314,37,228,2
HYATTSVILLE,MD,15,20250306,21,547,2
PHILADELPHIA,PA,13,20250308,40,941,0
LEAVITTSBURG,OH,15,20250314,37,649,2
CINCINNATI,OH,17,20241225,37,228,2
NASHVILLE,TN,14,20250311,45,814,2
TAMPA,FL,16,20250317,10,1196,0
CITRUS HEIGHTS,CA,15,20241218,5,231,2
SAN FRANCISCO,CA,16,20250313,5,1079,0
FRESNO,CA,14,20250305,5,420,2
SYLVA,NC,16,20250317,29,1187,0
MOUNT VERNON,IL,17,20250214,15,798,0
ALBANY,NY,14,20250314,36,13,2
QUINCY,MA,31,20010413,20,986,0
ALEXANDRIA,VA,17,20250315,48,15,2
HUNTSVILLE,AL,16,20250312,2,545,0
LANCASTER,OH,17,20250315,37,634,2
OAKLAND,CA,16,20250311,5,876,0
DENVER,CO,17,20240101,6,307,2
RENO,NV,17,20241020,35,1006,0
CHATTANOOGA,TN,17,20250222,45,215,2
SALT LAKE CITY,UT,16,20250314,47,1072,0
MUNCIE,IN,9,20200111,16,805,0
PENSACOLA,FL,16,20250307,10,932,0
PHILADELPHIA,PA,15,20250311,40,941,0
ATLANTA,GA,15,20250305,11,54,2
INDIANAPOLIS,IN,14,20250315,16,553,2
TAMPA,FL,17,20240912,10,1196,0
ANSONIA,CT,6,20191129,7,38,2
SPRINGFIELD,MA,17,20241120,20,1165,0
DEARBORN HEIGHTS,MI,16,20250314,23,300,2
NICHOLASVILLE,KY,16,20250313,18,842,0
SALISBURY,MD,61,19810714,21,1070,1
PHOENIX,AZ,17,20250311,4,942,0
FLUSHING,NY,16,20250307,36,396,2
MEDFORD,MA,14,20250313,20,733,0
TOLEDO,OH,16,20250306,37,1219,0
CHERRY HILL,NJ,15,20250314,33,217,2
BUCKEYE,AZ,17,20250127,4,157,2
BRIDGEPORT,CT,17,20250314,7,141,2
LA PUENTE,CA,15,20250307,5,617,0
SAN ANTONIO,TX,15,20250305,46,1073,0
HOUSTON,TX,16,20250307,46,541,2
TULSA,OK,17,20250311,38,1236,0
SOUTH BEND,IN,15,20250301,16,1146,0
YOUNGSTOWN,OH,17,20250311,37,1362,0
LOUISVILLE,KY,14,20250305,18,684,0
GRIFFITH,IN,16,20250308,16,480,2
AUSTIN,TX,15,20250313,46,61,2
BRENTWOOD,CA,12,20250103,5,140,2
MARLBOROUGH,MA,14,20250311,20,720,0
LYNN,MA,15,20250212,20,696,0
LAS VEGAS,NV,17,20240604,35,638,2
SEATTLE,WA,18,20241221,51,1119,0
SAHUARITA,AZ,17,20240919,4,1053,0
TOLEDO,OH,15,20250303,37,1219,0
TOLEDO,OH,17,20250313,37,1219,0
LEBANON,TN,17,20250308,45,650,2
PHOENIX,AZ,16,20250226,4,942,0
CATONSVILLE,MD,16,20250310,21,191,2
OMAHA,NE,15,20250307,31,888,0
PORT LAVACA,TX,17,20250310,46,963,0
PHOENIX,AZ,15,20250312,4,942,0
RIVERDALE,IL,17,20250309,15,1022,0
AURORA,CO,15,20250228,6,60,2
BEAVER DAM,WI,16,20250202,52,80,2
PLYMOUTH,IN,16,20250216,16,957,0
NEW YORK,NY,16,20250312,36,835,0
CANTON,TX,14,20250310,46,178,2
WARWICK,RI,16,20250223,42,1289,0
NEENAH,WI,16,20250307,52,819,2
WAILUKU,HI,17,20250226,12,1279,0
LAS VEGAS,NV,16,20250202,35,638,2
LANCASTER,CA,16,20250304,5,634,0
DENVER,CO,16,20250305,6,307,2
CHICAGO,IL,16,20250312,15,219,2
TUCSON,AZ,14,20250227,4,1233,0
CLEVELAND,OH,18,20250306,37,239,2
MESA,AZ,17,20241203,4,741,0
BELMONT,NC,16,20250224,29,88,2
BRONX,NY,14,20250214,36,146,2
DENVER,CO,17,20250119,6,307,2
HOUSTON,TX,16,20250310,46,541,2
VAN NUYS,CA,16,20250214,5,1260,0
SPRINGFIELD,MA,16,20250311,20,1165,0
CINCINNATI,OH,16,20250309,37,228,2
LONG BEACH,CA,17,20241201,5,677,0
CENTRALIA,WA,16,20250308,51,200,2
LOS ANGELES,CA,17,20250226,5,682,0
MINNEAPOLIS,MN,14,20250213,24,763,0
KAPOLEI,HI,13,20250311,12,587,0
MEMPHIS,TN,16,20250309,45,736,2
MISSION,TX,17,20250303,46,765,2
CINCINNATI,OH,17,20250310,37,228,2
LAS VEGAS,NV,16,20250118,35,638,2
WOODLAND HILLS,CA,14,20250208,5,1344,0
PONDER,TX,16,20250224,46,961,0
FRESNO,CA,17,20250301,5,420,2
FRESNO,CA,15,20250227,5,420,2
WEBSTER,NY,17,20250308,36,1301,0
VICTORVILLE,CA,19,20071023,5,1270,0
ORANGE,CA,15,20250306,5,895,0
PRUDENVILLE,MI,15,20230628,23,980,0
MUSKOGEE,OK,14,20250227,38,808,0
CHAMPAIGN,IL,16,20250123,15,205,2
LYNWOOD,CA,17,20240801,5,698,0
DALLAS,TX,15,20250113,46,292,2
LANCASTER,CA,15,20250213,5,634,0
CLEVELAND,OH,17,20250127,37,239,2
FREDERICA,DE,17,20250228,9,413,2
YOUNGSTOWN,OH,17,20250220,37,1362,0
INDEPENDENCE,MO,16,20241221,25,551,2
KLAMATH FALLS,OR,15,20250226,39,606,2
CANYON,TX,17,20250305,46,180,2
TAMPA,FL,17,20250222,10,1196,0
INDIAN ORCHARD,MA,14,20250209,20,552,2
CHICAGO,IL,16,20250301,15,219,2
PRUDENVILLE,MI,16,20230628,23,980,0
LAKE VILLA,IL,16,20250308,15,630,0
TUSTIN,CA,17,20250307,5,1243,0
PHILADELPHIA,PA,14,20250305,40,941,0
MOUNT VERNON,MO,17,20250308,25,798,0
BAY MINETTE,AL,17,20250303,2,76,2
KEY BISCAYNE,FL,5,20240222,10,596,0
DAYTON,OH,14,20250303,37,299,2
DENVER,CO,17,20250307,6,307,2
SAN TAN VALLEY,AZ,15,20250309,4,1091,0
FORT WORTH,TX,14,20250301,46,410,2
CARUTHERSVILLE,MO,16,20250207,25,186,2
PROVIDENCE,RI,14,20250308,42,979,0
HONOLULU,HI,5,20200112,12,538,2
SPRINGFIELD,TN,23,20040325,45,1165,0
DECATUR,GA,17,20250128,11,301,2
ROCHESTER,NY,14,20250219,36,1028,0
TOLEDO,OH,17,20250302,37,1219,0
DECATUR,MS,19,20240504,27,301,2
ARLINGTON,TX,16,20250303,46,46,2
TOLEDO,OH,14,20250307,37,1219,0
TAMPA,FL,16,20250308,10,1196,0
NASHVILLE,TN,15,20250226,45,814,2
FORT MYERS,FL,15,20250129,10,406,2
ATLANTA,GA,15,20250210,11,54,2
VISALIA,CA,17,20250228,5,1275,0
PORTSMOUTH,OH,17,20250305,37,971,0
ANCHORAGE,AK,17,20250121,1,32,2
ORLANDO,FL,16,20250308,10,898,0
JONESBORO,GA,16,20250304,11,571,2
TUCSON,AZ,17,20250306,4,1233,0
LAS VEGAS,NV,12,20250306,35,638,2
BIRMINGHAM,AL,18,20231006,2,102,2
PHILADELPHIA,PA,16,20250213,40,941,0
BROCKTON,MA,16,20250127,20,144,2
FAULKNER,MD,16,20250301,21,384,2
FINDLAY,OH,17,20250226,37,390,2
OMAHA,NE,17,20250131,31,888,0
BRONX,NY,13,20250220,36,146,2
CLEVELAND,OH,14,20250306,37,239,2
KANSAS CITY,MO,16,20250306,25,586,2
BOSTON,MA,15,20250225,20,128,2
LAS VEGAS,NV,17,20250306,35,638,2
NORTH CHARLESTON,SC,15,20250228,43,853,0
ABERDEEN,MD,18,20250222,21,1,2
FRESNO,CA,17,20250125,5,420,2
EL PASO,TX,17,20241102,46,345,2
KINGSTREE,SC,15,20250307,43,603,2
ATLANTA,GA,15,20250304,11,54,2
MESQUITE,TX,15,20250223,46,742,2
BLACKWOOD,NJ,14,20250307,33,109,2
JACKSONVILLE,FL,17,20250228,10,563,2
WEST PALM BEACH,FL,14,20250302,10,1308,0
KEY LARGO,FL,13,20250222,10,597,0
CATONSVILLE,MD,14,20250224,21,191,2
JACKSON,MS,19,20250301,27,562,2
TAMPA,FL,15,20250227,10,1196,0
SPOKANE,WA,15,20250305,51,1156,0
SAINT LOUIS,MO,14,20250305,25,1063,0
BRAWLEY,CA,13,20250305,5,138,2
WILLOUGHBY,OH,16,20250207,37,1329,0
PEORIA,IL,13,20250228,15,933,0
WILLSBORO,NY,16,20250304,36,1331,0
WEST PALM BEACH,FL,17,20250301,10,1308,0
KATY,TX,17,20241225,46,589,2
MILWAUKEE,WI,15,20250121,52,762,2
GRAFTON,MA,16,20250303,20,462,2
INDIANAPOLIS,IN,17,20250220,16,553,2
ROSENBERG,TX,14,20250301,46,1042,0
MESQUITE,TX,16,20250223,46,742,2
PALMETTO,FL,15,20250228,10,917,0
DAYTON,OH,16,20250302,37,299,2
TULSA,OK,17,20250301,38,1236,0
ALEXANDRIA,KY,16,20250124,18,15,2
PROVIDENCE,RI,15,20250302,42,979,0
INDIANAPOLIS,IN,17,20250304,16,553,2
MUKWONAGO,WI,17,20240204,52,803,2
COLLINS,MO,17,20250302,25,252,2
BATON ROUGE,LA,14,20250227,19,74,2
DELTONA,FL,16,20250214,10,306,2
TAMPA,FL,15,20250224,10,1196,0
BROOKLYN,MD,17,20241116,21,147,2
VICTORVILLE,CA,16,20250218,5,1270,0
CHICAGO,IL,15,20250219,15,219,2
GARY,IN,15,20250225,16,437,2
CLEVELAND,OH,17,20241020,37,239,2
FITCHBURG,MA,17,20250303,20,391,2
TRENTON,NJ,37,19880306,33,1229,0
TULSA,OK,16,20250124,38,1236,0
PORTSMOUTH,VA,14,20250211,48,971,0
TOPEKA,KS,13,20250301,17,1223,0
FORT WORTH,TX,16,20241222,46,410,2
CORPUS CHRISTI,TX,15,20250305,46,269,2
TAMPA,FL,17,20250127,10,1196,0
CHICAGO,IL,16,20250120,15,219,2
HENDERSON,NV,16,20130723,35,511,2
CHICAGO,IL,16,20250131,15,219,2
HOUSTON,TX,16,20250227,46,541,2
OAKLAND,CA,12,20250211,5,876,0
RIO RICO,AZ,16,20250301,4,1019,0
BROOKLYN,NY,16,20250224,36,147,2
RICHMOND,VA,16,20241104,48,1016,0
NEW YORK,NY,17,20250216,36,835,0
WILMINGTON,NC,17,20250213,29,1332,0
CLINTON,TN,16,20250303,45,242,2
WICHITA,KS,17,20250203,17,1322,0
RED SPRINGS,NC,16,20250224,29,1000,0
CASTRO VALLEY,CA,17,20250227,5,189,2
KENOSHA,WI,16,20230808,52,594,2
LAUGHLIN,NV,16,20250218,35,641,2
FAYETTEVILLE,NC,16,20250214,29,385,2
BEAUMONT,CA,16,20250130,5,79,2
MOSES LAKE,WA,17,20250226,51,794,2
LAS VEGAS,NV,18,20250206,35,638,2
JACKSONVILLE,FL,14,20250214,10,563,0
MESA,AZ,5,20240307,4,741,0
DALLAS,TX,14,20250131,46,292,2
NORTH RIDGEVILLE,OH,17,20250228,37,863,0
SUMMERVILLE,SC,17,20250225,43,1182,0
STOCKTON,CA,16,20241122,5,1174,0
CHICAGO,IL,15,20250301,15,219,2
CARLETON,MI,17,20250227,23,182,2
LYNN,MA,15,20250301,20,696,0
SURPRISE,AZ,17,20250117,4,1184,0
PHILADELPHIA,PA,17,20250215,40,941,0
NORTH CHARLESTON,SC,16,20250106,43,853,0
RICHARDSON,TX,17,20250214,46,1014,0
SPRINGFIELD,IL,17,20250223,15,1165,0
PINE RIDGE,SD,16,20250214,44,946,0
VICTORIA,TX,21,20200220,46,1269,0
CLEVELAND,OH,16,20250226,37,239,2
MESA,AZ,16,20250212,4,741,0
LUMBERTON,NC,16,20250107,29,690,2
PANAMA CITY,FL,17,20250225,10,919,0
PHILADELPHIA,PA,14,20250214,40,941,0
DURHAM,NC,16,20250212,29,326,2
ALBUQUERQUE,NM,15,20250209,34,14,2
RAHWAY,NJ,14,20210719,33,990,0
BIRMINGHAM,AL,16,20250214,2,102,2
SAINT PAUL,MN,15,20241231,24,1065,0
LAS VEGAS,NV,17,20250203,35,638,2
PHOENIX,AZ,17,20240913,4,942,0
GULFPORT,MS,17,20250218,27,485,2
DURHAM,NC,16,20250204,29,326,2
BIRMINGHAM,AL,16,20250120,2,102,2
NORTH RICHLAND HILLS,TX,16,20241110,46,862,0
CLOVIS,NM,16,20250129,34,244,2
ENID,OK,15,20240824,38,358,2
DECATUR,GA,16,20250220,11,301,2
CHARLOTTE,NC,17,20250208,29,211,2
LONG BEACH,CA,17,20250121,5,677,0
RAHWAY,NJ,8,20210719,33,990,0
SAINT PAUL,MN,12,20241231,24,1065,0
KANSAS CITY,KS,20,20250217,17,586,2
MODESTO,CA,17,20250222,5,772,0
LUTTRELL,TN,16,20250222,45,692,2
FAIRFIELD,CA,15,20250215,5,377,2
BRAINTREE,MA,16,20250221,20,135,2
MOUNT VERNON,IL,16,20250126,15,798,0
KINGMAN,AZ,15,20241230,4,600,0
SALINA,KS,16,20241130,17,1068,0
INDIANAPOLIS,IN,16,20250225,16,553,2
BRONX,NY,4,20240526,36,146,2
SHAKOPEE,MN,16,20240829,24,1124,0
MARICOPA,AZ,16,20250225,4,716,0
FAIRFIELD,CA,17,20250215,5,377,2
SAINT CHARLES,MI,17,20241229,23,1055,0
PHOENIX,AZ,17,20250223,4,942,0
RAPID CITY,SD,17,20250213,44,996,0
INDIANAPOLIS,IN,14,20250225,16,553,2
BALDWIN PARK,CA,1,20241212,5,65,2
SAN TAN VALLEY,AZ,15,20250207,4,1091,0
CALDWELL,NJ,17,20241203,33,169,2
PHOENIX,AZ,14,20250213,4,942,0
ATLANTA,GA,16,20250210,11,54,2
SAN FRANCISCO,CA,22,20021204,5,1079,0
NEW BEDFORD,MA,17,20241220,20,823,0
MODESTO,CA,17,20250221,5,772,0
CHARDON,OH,17,20250223,37,209,2
HOUSTON,TX,16,20250224,46,541,2
CALDWELL,ID,15,20250213,14,169,2
LAS VEGAS,NV,17,20250213,35,638,2
ALTADENA,CA,16,20220309,5,22,2
WEST UNION,OH,15,20240802,37,1311,0
CHICAGO,IL,6,20180523,15,219,2
MILWAUKEE,WI,14,20250106,52,762,2
PALM CITY,FL,16,20250106,10,914,0
RIVERBANK,CA,15,20250217,5,1021,0
EVERGREEN PARK,IL,14,20250221,15,369,2
HOUSTON,TX,14,20250217,46,541,2
PORTERVILLE,CA,14,20250214,5,969,0
WICHITA FALLS,TX,48,19970510,46,1323,1
CLEARWATER,FL,17,20250217,10,237,2
LAS VEGAS,NV,13,20240823,35,638,2
WAYNESVILLE,MO,16,20241028,25,1298,0
BRUNSWICK,GA,31,19930724,11,153,2
DILLON,SC,42,19930722,43,311,2
ATLANTA,GA,15,20250217,11,54,2
GROVE CITY,OH,14,20250223,37,481,2
HOUSTON,TX,14,20250220,46,541,2
BRONX,NY,16,20250214,36,146,2
GREENSBORO,NC,49,19901207,29,474,1
ATLANTA,GA,17,20250217,11,54,2
FORT WORTH,TX,16,20250218,46,410,2
HAMPTON,GA,16,20250218,11,496,2
MARATHON,FL,45,19930730,10,714,1
TEMPE,AZ,14,20250221,4,1201,0
GLENDALE,AZ,15,20250220,4,449,2
PHILADELPHIA,PA,17,20250222,40,941,0
WOONSOCKET,RI,16,20250216,42,1348,0
CLEVELAND,OH,17,20240520,37,239,2
SAINT LOUIS,MO,4,20230706,25,1063,0
REYNOLDSBURG,OH,12,20250222,37,1011,0
ATLANTA,GA,43,19850606,11,54,2
PETAL,MS,49,19930910,27,938,1
ATLANTA,GA,13,20250217,11,54,2
RENO,NV,60,19820914,35,1006,1
ATLANTA,GA,15,20250217,11,54,2
MARICOPA,AZ,17,20250221,4,716,0
CINCINNATI,OH,15,20250211,37,228,2
PHOENIX,AZ,77,19600729,4,942,1
CHARLESTON,WV,17,20250212,53,210,2
LAWTON,OK,15,20241124,38,647,2
LAKE CHARLES,LA,16,20250220,19,625,2
SOUTH BEND,IN,14,20250222,16,1146,0
SAINT LOUIS,MO,4,20230806,25,1063,0
CHARLOTTE,NC,17,20250103,29,211,2
ROSHARON,TX,12,20250219,46,1044,0
LITTLE ROCK,AR,17,20240929,3,667,0
MESA,AZ,17,20241222,4,741,0
LAKEWOOD,CA,14,20250130,5,633,0
BRAINTREE,MA,15,20250218,20,135,2
CHICAGO,IL,20,20250208,15,219,2
CONYERS,GA,17,20241206,11,263,2
LIBERTY,MO,16,20250221,25,658,2
PITTSBURGH,PA,16,20250130,40,950,0
LOS ANGELES,CA,16,20250223,5,682,0
ARLINGTON,TX,15,20250210,46,46,2
ORLANDO,FL,17,20250211,10,898,0
ORACLE,AZ,16,20250216,4,894,0
PLACERVILLE,CA,16,20240718,5,952,0
ABILENE,TX,17,20250213,46,2,2
LONG BEACH,CA,16,20250110,5,677,0
SANTA ANA,CA,17,20241001,5,1095,0
LUBBOCK,TX,15,20250214,46,688,2
BOSTON,MA,17,20250212,20,128,2
DES MOINES,IA,26,20130802,13,308,2
CHICAGO,IL,17,20250204,15,219,2
DENVER,CO,17,20241224,6,307,2
NEW BRAUNFELS,TX,16,20250219,46,825,2
NEW PORT RICHEY,FL,15,20250209,10,833,0
DALLAS,GA,17,20250205,11,292,2
ROLLA,MO,17,20250214,25,1038,0
LOUISVILLE,KY,17,20250205,18,684,0
NORCROSS,GA,15,20250131,11,848,0
ROCKVILLE,MD,17,20250218,21,1033,0
ERIE,PA,14,20250215,40,361,2
HOUSTON,TX,16,20250218,46,541,2
HOUSTON,TX,18,20250215,46,541,2
HOLLYWOOD,FL,14,20150315,10,531,2
NARROWSBURG,NY,67,19730727,36,813,1
MONROE,GA,16,20241016,11,776,0
MILWAUKEE,WI,18,20250213,52,762,2
CHICAGO,IL,8,20180402,15,219,2
LAKEWOOD,WA,40,20000605,51,633,1
MESA,AZ,17,20250215,4,741,0
COMPTON,CA,17,20250110,5,257,2
HOLLYWOOD,FL,10,20150315,10,531,2
MONROE,GA,17,20241016,11,776,0
CONROE,TX,17,20250218,46,261,2
ST. LOUIS,MO,17,20241209,25,1166,0
COLUMBUS,OH,16,20241003,37,256,2
BRIDGEPORT,CT,15,20250127,7,141,2
NARROWSBURG,NY,68,19730727,36,813,1
ALAMOGORDO,NM,28,20020115,34,12,2
BLUEFIELD,WV,17,20250111,53,116,2
SPRINGFIELD,MA,15,20250212,20,1165,0
MILWAUKEE,WI,15,20250119,52,762,2
MESA,AZ,16,20250125,4,741,0
PHOENIX,AZ,16,20250106,4,942,0
PHILADELPHIA,PA,18,20231229,40,941,0
SAINT LOUIS,MO,14,20250217,25,1063,0
NORTHRIDGE,CA,16,20250126,5,865,0
KENNER,LA,16,20250209,19,592,2
CITRUS HEIGHTS,CA,16,20250210,5,231,2
CHARLESTON,WV,17,20250129,53,210,2
ALBANY,NY,18,20250214,36,13,2
ALEXANDRIA,VA,18,20130614,48,15,2
BELLEVUE,WA,21,20100627,51,86,2
LONGVIEW,WA,25,20010419,51,679,2
LOS ANGELES,CA,50,19920129,5,682,1
INVER GROVE HEIGHTS,MN,38,19920601,24,556,1
EL DORADO,AR,53,19890111,3,343,1
ARLINGTON,TX,16,20250114,46,46,2
SAN DIEGO,CA,49,19880212,5,1077,1
HOPEWELL,VA,17,20250213,48,539,2
PHILADELPHIA,PA,61,19780628,40,941,1
MC KEES ROCKS,PA,41,19911109,40,728,1
OAK PARK,IL,57,19850815,15,872,1
BRUNSWICK,GA,17,20250116,11,153,2
CREOLE,LA,47,19920723,19,277,1
WICHITA,KS,16,20240911,17,1322,0
OMAHA,NE,15,20241126,31,888,0
CEDARTOWN,GA,13,20250208,11,196,2
TUCSON,AZ,15,20250207,4,1233,0
FORT MYERS,FL,16,20250131,10,406,2
COLUMBIA,MO,17,20250213,25,254,2
PLEASANTVILLE,NY,15,20250211,36,956,0
BEAUFORT,SC,15,20250207,43,78,2
NEW ORLEANS,LA,15,20250208,19,832,0
SAINT CHARLES,MO,18,20250203,25,1055,0
KNOXVILLE,TN,14,20250204,45,607,2
MOUNTAIN VIEW,CA,47,19930706,5,800,1
CRYSTAL CITY,MO,16,20241015,25,282,2
CLEVELAND,OH,17,20250129,37,239,2
MANSFIELD,OH,17,20241221,37,710,2
CINCINNATI,OH,16,20250121,37,228,2
OTSEGO,MI,68,19720712,23,903,1
LITHONIA,GA,17,20250127,11,666,0
LOS ANGELES,CA,12,20241007,5,682,0
JONESBORO,AR,17,20241203,3,571,0
MESA,AZ,16,20250210,4,741,0
PUEBLO,CO,16,20250106,6,981,0
PHILADELPHIA,PA,15,20230629,40,941,0
SPOKANE,WA,14,20250109,51,1156,0
CHARLOTTE,NC,16,20250129,29,211,2
NEWPORT NEWS,VA,16,20250210,48,839,2
SAN BERNARDINO,CA,50,19770330,5,1075,1
AMARILLO,TX,15,20250211,46,25,2
LOUISVILLE,KY,17,20250107,18,684,0
LAS CRUCES,NM,45,19910223,34,637,1
SAN DIEGO,CA,16,20240831,5,1077,0
JACKSON,TN,16,20250101,45,562,2
HOLLANDALE,MS,17,20241026,27,529,2
ARVADA,CO,16,20250124,6,48,2
CLINTON,MD,32,19960506,21,242,2
NEW ORLEANS,LA,17,20250131,19,832,0
SAN BERNARDINO,CA,53,19770330,5,1075,1
PUEBLO,CO,12,20250128,6,981,0
MIAMI TOWNSHIP,OH,53,19891229,37,750,1
MIAMI GARDENS,FL,17,20241221,10,748,0
LOUISVILLE,KY,15,20250204,18,684,0
SANTA CLARITA,CA,16,20250104,5,1098,0
BUFFALO,NY,17,20241229,36,158,2
PHILADELPHIA,PA,65,19750624,40,941,1
ADA,OK,16,20250208,38,3,2
YUMA,AZ,41,19890210,4,1364,0
NEW YORK,NY,37,19890810,36,835,1
LAS CRUCES,NM,53,19860408,34,637,1
BRUNSWICK,GA,49,19890621,11,153,1
BROUSSARD,LA,17,20250105,19,149,2
BOSTON,MA,14,20250204,20,128,2
WOBURN,MA,50,19891027,20,1339,1
LEXINGTON,MA,15,20250207,20,657,0
FAYETTEVILLE,NC,72,19640912,29,385,1
PHOENIX,AZ,43,19830418,4,942,0
WILLOW,AK,44,19890425,1,1330,0
JACKSONVILLE BEACH,FL,59,19680611,10,564,1
ALBANY,NY,46,19900329,36,13,2
SAN FRANCISCO,CA,52,19890125,5,1079,1
JACKSONVILLE,FL,14,20250121,10,563,0
LA MESA,CA,48,19901005,5,615,1
LIBERTY,NY,16,20250123,36,658,2
DALLAS,TX,68,19730114,46,292,1
TUCSON,AZ,14,20250115,4,1233,0
SEATTLE,WA,59,19850520,51,1119,1
TOWNSEND,MA,61,19770503,20,1226,1
FAYETTEVILLE,NC,67,19640912,29,385,1
GALLIPOLIS FERRY,WV,15,20250209,53,430,2
BRUNSWICK,GA,51,19890621,11,153,1
DEER RIVER,MN,52,19900420,24,302,1
MOUNTAIN CENTER,CA,37,19910310,5,799,0
SPANAWAY,WA,61,19791029,51,1151,1
SPOKANE,WA,67,19741204,51,1156,1
ROCKY FORD,CO,58,19821101,6,1035,1
IDAHO SPRINGS,CO,55,19830816,6,549,1
BORREGO SPRINGS,CA,68,19720516,5,127,1
INGLEWOOD,CA,40,19841220,5,554,1
SHAWNEE,OK,58,19840919,38,1125,1
FAIRFIELD,CA,44,19840823,5,377,1
TOLEDO,OH,16,20250206,37,1219,0
RAMONA,CA,50,19870626,5,992,1
OGLESBY,IL,69,19720130,15,883,1
CHICAGO,IL,50,19800227,15,219,1
BROOKLYN,NY,66,19770715,36,147,1
LEOMINSTER,MA,53,19810331,20,655,1
RALEIGH,NC,17,20250202,29,991,0
OAKLAND,CA,68,19730701,5,876,1
PAGOSA SPRINGS,CO,55,19840711,6,910,1
SARATOGA SPRINGS,NY,52,19860429,36,1105,1
COLUMBUS,MS,56,19861120,27,256,1
MAPLE HEIGHTS,OH,53,19800613,37,712,1
DALLAS,TX,13,20250203,46,292,2
CARSON,CA,50,19801220,5,184,1
TACOMA,WA,59,19790707,51,1190,1
LAVEEN,AZ,15,20250113,4,643,0
JACKSONVILLE,FL,15,20250123,10,563,2
PORTLAND,OR,16,20250128,39,970,0
MERRITT ISLAND,FL,17,20250121,10,740,0
WILSON,NC,16,20250204,29,1333,0
JACKSONVILLE,FL,33,20050210,10,563,2
FRESNO,CA,12,20250130,5,420,2
PLEASANTVILLE,NY,17,20241203,36,956,0
DURHAM,NC,15,20250204,29,326,2
JACKSONVILLE,FL,32,20050210,10,563,2
GRAND PRAIRIE,TX,70,19700906,46,466,1
FRESNO,CA,16,20250201,5,420,2
WILLIAMSBURG,VA,53,19870210,48,1324,1
MIDDLETOWN,NY,18,20231020,36,756,2
RICHLAND,WA,53,19850618,51,1015,1
JEFFERSON CITY,TN,54,19830302,45,567,1
ELDON,MO,56,19840516,25,346,1
LAWRENCE,MA,59,19760822,20,645,1
AKRON,OH,17,20250108,37,11,2
BUCKEYE,AZ,14,20250119,4,157,2
DENVER,CO,15,20241106,6,307,2
ANACORTES,WA,55,19860125,51,29,1
PHOENIX,AZ,17,20250205,4,942,0
DENVER,CO,16,20241218,6,307,2
LOS MOLINOS,CA,17,20230724,5,683,0
FAIRBANKS,AK,17,20250102,1,374,2
LOS ANGELES,CA,51,19770720,5,682,1
CONCORD,NC,17,20250130,29,258,2
HIRAM,GA,14,20250122,11,526,2
GREENACRES,FL,48,19840527,10,472,1
SHELL POINT,SC,41,19870305,43,1129,1
GARDENA,CA,60,19811227,5,435,1
ABILENE,TX,17,20250205,46,2,2
SALLIS,MS,15,20240529,27,1071,0
MEMPHIS,TN,20,20220801,45,736,2
FORT LAUDERDALE,FL,57,19831130,10,404,1
MESA,AZ,14,20250108,4,741,0
KANSAS CITY,MO,54,19850523,25,586,1
MEDFORD,OR,53,19781214,39,733,1
COOPERSBURG,PA,61,19790630,40,264,1
OWENTON,KY,16,20250126,18,907,0
MESA,AZ,18,20250201,4,741,0
MESA,AZ,64,19740731,4,741,1
HOUSTON,TX,15,20250202,46,541,2
WARREN,MI,58,19790915,23,1287,1
SAN DIEGO,CA,37,20020405,5,1077,0
KLAMATH FALLS,OR,56,19840616,39,606,1
SAN TAN VALLEY,AZ,15,20250124,4,1091,0
SUMMERVILLE,SC,16,20241225,43,1182,0
MODESTO,CA,59,19820819,5,772,1
DALLAS,TX,43,19831226,46,292,1
STERLING,AK,60,19780905,1,1172,1
BURIEN,WA,50,19870508,51,163,1
NASHVILLE,TN,19,20220527,45,814,2
MESA,AZ,66,19740731,4,741,1
KIEFER,OK,16,20250205,38,598,2
MARION,LA,54,19830105,19,719,1
LAGRANGE,GA,17,20250110,11,622,0
SAN BERNARDINO,CA,18,20240425,5,1075,0
DICKSON,TN,55,19870415,45,310,1
ATLANTIC CITY,NJ,61,19650702,33,55,1
HESPERIA,CA,17,20241124,5,517,2
SAN ANTONIO,TX,16,20250205,46,1073,0
DRIFTWOOD,TX,15,20250128,46,318,2
TEMECULA,CA,45,19861213,5,1200,0
WASHINGTON,DC,17,20250115,8,1291,0
NORTH AUGUSTA,SC,43,19851122,43,852,1
STERLING,AK,54,19780905,1,1172,1
LEXINGTON,SC,43,19860606,43,657,1
LILLIAN,AL,70,19590618,2,660,1
ROSEMEAD,CA,60,19810806,5,1041,1
OCEAN CITY,MD,17,20240922,21,879,0
MULLINS,SC,15,20250124,43,804,2
JOLIET,IL,14,20240419,15,570,2
MARYVILLE,TN,16,20221113,45,722,2
MODESTO,CA,54,19860425,5,772,1
LOS ANGELES,CA,16,20250129,5,682,0
COLUMBIA,SC,16,20240805,43,254,2
PHOENIX,AZ,56,19810228,4,942,1
GLENDALE,AZ,17,20250123,4,449,2
VEGA ALTA,PR,18,20250120,41,1264,0
SAINT IGNATIUS,MT,47,19800430,28,1061,1
