city,state,age,dateMissing,state_code,city_code,cluster
ATLANTA,GA,16,20240719,11,54,2
SAN ANTONIO,TX,29,20011023,46,1073,0
SANTA FE,NM,31,20000607,34,1100,0
FORT WORTH,TX,17,20241109,46,410,2
LOS ANGELES,CA,40,20010608,5,682,1
SIOUX FALLS,SD,17,20240731,44,1136,0
KINGSTON,,3,20230621,0,602,0
CANTONMENT,FL,37,20010930,10,179,2
GRAND CANYON,AZ,36,20010702,4,464,2
CUMMING,GA,17,20240815,11,287,2
ALLIANCE,OH,32,20090602,37,20,2
LA GRANGE,NC,40,20010512,29,613,1
MIAMI,FL,24,20011018,10,746,0
THORNTON,CO,15,20101224,6,1210,0
HOUSTON,TX,17,20241031,46,541,2
LYNN,MA,35,19960928,20,696,1
BRYAN,TX,62,19790511,46,154,1
GRAND JUNCTION,CO,30,20011113,6,465,2
KINGSTON,,7,20230621,0,602,0
IRVINGTON,NJ,25,20020623,33,559,2
ORLANDO,FL,57,19820710,10,898,1
TOA ALTA,PR,30,19990707,41,1218,0
SEATTLE,WA,51,19900424,51,1119,1
DETROIT,MI,43,19991001,23,309,1
THORNTON,CO,18,20101224,6,1210,0
GREENVILLE,TX,38,20010501,46,476,2
TOLLESON,AZ,17,20220329,4,1221,0
ENID,OK,18,20241004,38,358,2
SPRING,TX,20,20200102,46,1159,0
BRONX,NY,16,20241212,36,146,2
LEXINGTON,KY,42,19971026,18,657,1
RICHMOND,MO,42,19970620,25,1016,1
SHAWNEE,KS,43,19980427,17,1125,1
WILMINGTON,DE,43,19981218,9,1332,0
GERMANTOWN,KY,44,19971021,18,441,1
SPRING,TX,39,19971219,46,1159,1
POST FALLS,ID,16,20241210,14,972,0
PUNTA GORDA,FL,30,19990130,10,982,0
FORT MCCOY,FL,42,19980507,10,405,1
HIALEAH,FL,46,19960815,10,518,1
TACOMA,WA,55,19821031,51,1190,1
TUSKEGEE,AL,40,19981206,2,1241,0
HARTFORD,CT,31,19971024,7,500,2
REDDING,CA,43,19980822,5,1001,0
DAYTON,OH,35,19990207,37,299,2
LONG BEACH,CA,41,19990722,5,677,1
OKLAHOMA CITY,OK,37,19971218,38,884,1
OCEAN SHORES,WA,57,19740615,51,880,1
MARSHALL,TX,41,19990813,46,721,1
SANTA ROSA,CA,54,19890204,5,1104,1
MARATHON,FL,66,19740903,10,714,1
LAFAYETTE,IN,17,20241209,16,621,0
LYMAN,SC,17,20240928,43,694,2
SPOONER,WI,44,19960403,52,1158,1
COLUMBUS,OH,40,19990702,37,256,2
SPRINGFIELD,MA,16,20241216,20,1165,0
OPP,AL,44,19970815,2,893,1
EUREKA,CA,44,19971125,5,366,1
ROWLAND HEIGHTS,CA,46,19960507,5,1046,1
STURGIS,MI,33,19970916,23,1178,0
WARMINSTER,PA,17,20241120,40,1286,0
NASHVILLE,TN,17,20241025,45,814,2
ALBUQUERQUE,NM,54,19810822,34,14,1
CINCINNATI,OH,14,20240919,37,228,2
KAILUA-KONA,HI,8,20211225,12,582,0
MEMPHIS,TN,17,20241206,45,736,2
CAPE GIRARDEAU,MO,62,19650613,25,181,1
HOMEWOOD,IL,66,19740307,15,536,1
UNION,MO,44,19951226,25,1248,1
LANCASTER,CA,15,20240923,5,634,0
LITTLESTOWN,PA,64,19750708,40,668,1
RENO,NV,49,19870628,35,1006,1
TROUP,TX,43,19950808,46,1230,1
SOUTH BEND,IN,55,19870311,16,1146,1
KENNEWICK,WA,27,20030204,51,593,2
KANSAS CITY,MO,40,19870107,25,586,1
SAN ANTONIO,TX,44,19940613,46,1073,1
COLUMBIA,MO,44,19941019,25,254,1
BEAUMONT,CA,17,20241004,5,79,2
VASSAR,MI,17,20241103,23,1262,0
MEMPHIS,TN,0,20241206,45,736,2
MIAMI SHORES,FL,65,19730727,10,749,1
GOLETA,CA,15,20241122,5,456,2
TROUP,TX,45,19950808,46,1230,1
CLIFTON HEIGHTS,PA,64,19770712,40,241,1
SAN FRANCISCO,CA,58,19840310,5,1079,1
ALMA,MI,16,20241211,23,21,2
PINE CITY,MN,37,19890407,24,945,0
HONEYDEW,CA,49,19771210,5,537,1
ROCHESTER,NH,42,19861009,32,1028,1
ALBUQUERQUE,NM,57,19790922,34,14,1
NORTH LAKE TAHOE,CA,61,19650612,5,856,1
SHAWNEE COUNTY,KS,49,19810912,17,1126,1
IRVINE,CA,18,20191122,5,557,0
PORT SAINT LUCIE,FL,41,19850716,10,966,0
CONCORD,WI,68,19740605,52,258,1
OMAHA,NE,43,20010613,31,888,1
SANTA ISABEL,PR,37,19920502,41,1102,1
COLLEGE PLACE,WA,16,20241016,51,250,2
MOUNT JULIET,TN,14,20241209,45,797,2
UTICA,NY,38,20040306,36,1255,0
ALLENTOWN,PA,48,19840607,40,19,2
JACKSON,TN,35,20010304,45,562,2
CHARLOTTE,NC,17,20240619,29,211,2
MCLEAN,VA,14,20110210,48,731,2
PORT SAINT LUCIE,FL,46,19850716,10,966,1
HONEYDEW,CA,50,19771210,5,537,1
ROCHESTER,NH,40,19861009,32,1028,1
ALBUQUERQUE,NM,55,19790922,34,14,1
BREMERTON,WA,38,20060105,51,139,2
ELYRIA,OH,58,19810501,37,354,1
PORT SAINT LUCIE,FL,50,19850716,10,966,1
PHILADELPHIA,PA,31,19950925,40,941,0
PLEASANTVILLE,NY,15,20241122,36,956,0
COVINGTON,KY,15,20240730,18,274,2
SALT LAKE CITY,UT,57,19840709,47,1072,1
ORANGEBURG,SC,40,19870403,43,896,1
PHOENIX,AZ,17,20240701,4,942,0
MENLO PARK,CA,46,19830203,5,737,1
PALM BEACH GARDENS,FL,36,19940108,10,913,0
GAITHERSBURG,MD,12,20140907,21,428,2
SANTA ANA,CA,23,20051004,5,1095,0
LAVEEN,AZ,1,20241118,4,643,0
CLEVELAND,OH,16,20241211,37,239,2
PLANO,TX,18,20080228,46,954,0
INDEPENDENCE,KY,62,19800816,18,551,1
SEARCY,AR,50,19940930,3,1118,1
LOCKHART,TX,40,19931226,46,672,1
PORTLAND,OR,24,20010404,39,970,0
GREENSBORO,NC,17,20241119,29,474,2
HIALEAH GARDENS,FL,17,20160530,10,519,2
YORKTON,,25,20160412,0,1360,0
LYNN,MA,18,20100103,20,696,0
VANCOUVER,WA,69,19711207,51,1261,1
CHICAGO,IL,8,20240922,15,219,2
BILOXI,MS,9,20230511,27,100,2
COMPTON,CA,3,20241118,5,257,2
CLOVIS,CA,14,20241210,5,244,2
CENTREVILLE,MS,36,19920510,27,201,2
MURFREESBORO,TN,42,19991019,45,806,1
GAITHERSBURG,MD,14,20140907,21,428,2
WORCESTER,MA,16,20241209,20,1349,0
LAVEEN,AZ,3,20241118,4,643,0
TEMPE,AZ,15,20091227,4,1201,0
PAULS VALLEY,OK,22,20191028,38,928,0
WICHITA,KS,15,20241204,17,1322,0
SAINT GEORGE,UT,40,20020318,47,1059,1
PORTLAND,OR,25,20010404,39,970,0
LYNN,MA,16,20100103,20,696,0
CHICAGO,IL,16,20240922,15,219,2
GLASSELL,CA,29,20070728,5,447,2
OAKHURST,CA,19,20060201,5,875,0
WOODLAND HILLS,CA,18,20240927,5,1344,0
GIBSONTON,FL,15,20241120,10,443,2
RAY CITY,GA,17,20241020,11,998,0
TUCSON,AZ,17,20240715,4,1233,0
QUEEN CREEK,AZ,17,20241110,4,984,0
OGDEN,UT,14,20241205,47,882,0
COLUMBUS,GA,16,20241115,11,256,2
OAKLAND,CA,11,20160201,5,876,0
DAVIE,FL,15,20240107,10,297,2
BESSEMER,AL,15,20241107,2,94,2
CLEVELAND,OH,16,20241105,37,239,2
LAKEWOOD,CO,15,20241130,6,633,0
ODENVILLE,AL,19,20241130,2,881,0
CLEVELAND,OH,15,20121113,37,239,2
JACKSONVILLE,FL,17,20230813,10,563,2
MIAMI BEACH,FL,17,20241106,10,747,0
EDMOND,OK,16,20241204,38,339,2
BRAINTREE,MA,15,20241129,20,135,2
COLUMBUS,IN,17,20241204,16,256,2
TETERBORO,NJ,17,20241111,33,1205,0
SACRAMENTO,CA,17,20241028,5,1052,0
BALL GROUND,GA,17,20241118,11,66,2
GARDEN GROVE,CA,17,20241117,5,434,2
ANDERSON,IN,18,20240925,16,33,2
OKLAHOMA CITY,OK,5,20221022,38,884,0
HAZLETON,PA,15,20240705,40,506,2
CHICAGO,IL,12,20241114,15,219,2
MISHAWAKA,IN,16,20240921,16,764,0
BALTIMORE,MD,17,20241101,21,68,2
FORT LAUDERDALE,FL,16,20241101,10,404,2
KNOXVILLE,TN,17,20241011,45,607,2
BISMARCK,ND,15,20241121,30,106,2
LA CROSSE,WI,16,20241205,52,612,2
CLEVELAND,OH,18,20241126,37,239,2
NASHVILLE,TN,17,20241104,45,814,2
LAKE CHARLES,LA,7,20241118,19,625,2
OMAHA,NE,16,20241127,31,888,0
DAYTON,OH,17,20241129,37,299,2
LAKE CHARLES,LA,5,20241118,19,625,2
HOUSTON,TX,16,20241116,46,541,2
EL PASO,TX,14,20240607,46,345,2
COLORADO SPRINGS,CO,16,20241115,6,253,2
NASHVILLE,TN,17,20241201,45,814,2
SYLMAR,CA,17,20241116,5,1186,0
EUSTIS,FL,17,20241130,10,367,2
WASHINGTON,DC,18,20240512,8,1291,0
MUNCIE,IN,18,20241109,16,805,0
GLENDALE,AZ,18,20221214,4,449,2
LOUISVILLE,KY,17,20241119,18,684,0
SPRINGFIELD,MA,15,20241115,20,1165,0
BEAUMONT,TX,13,20241130,46,79,2
QUINCY,IL,17,20230909,15,986,0
ORLANDO,FL,17,20241107,10,898,0
CHINO HILLS,CA,16,20240920,5,222,2
MEMPHIS,TN,17,20210705,45,736,2
COLUMBIA,SC,14,20111129,43,254,2
JACKSON,TN,18,20241116,45,562,2
CHARLESTON,SC,16,20240704,43,210,2
FONTANA,CA,15,20240517,5,398,2
NEW YORK,NY,16,20241119,36,835,0
WINSTON SALEM,NC,17,20240709,29,1336,0
ORLANDO,FL,17,20241010,10,898,0
MILWAUKEE,WI,17,20241114,52,762,2
ORANGEVALE,CA,15,20240920,5,897,0
TALLAHASSEE,FL,34,20060101,10,1193,0
RIVERSIDE,CA,16,20240921,5,1023,0
NEW YORK,NY,15,20240926,36,835,0
CONROE,TX,17,20241021,46,261,2
NITRO,WV,16,20240522,53,845,2
GROVE CITY,OH,16,20240920,37,481,2
ANTIOCH,TN,17,20241113,45,40,2
BARRE,VT,16,20241122,50,70,2
GROVEPORT,OH,15,20241108,37,482,2
HAMPTON,VA,17,20241113,48,496,2
GUYTON,GA,6,20240206,11,486,2
NORTH CHARLESTON,SC,16,20240927,43,853,0
GUYTON,GA,8,20240206,11,486,2
MIAMI,FL,17,20241106,10,746,0
GUYTON,GA,6,20240206,11,486,2
SAN ANTONIO,TX,17,20241104,46,1073,0
TAMPA,FL,16,20241102,10,1196,0
THOMSON,GA,17,20240823,11,1209,0
ANDERSON,IN,17,20241021,16,33,2
COLUMBUS,OH,16,20241005,37,256,2
LONG BEACH,CA,14,20241009,5,677,0
TUCSON,AZ,15,20241114,4,1233,0
LAKE CITY,SC,17,20241104,43,626,2
ST. LOUIS,MO,17,20240728,25,1166,0
GUYTON,GA,15,20240206,11,486,2
HEMET,CA,18,20211217,5,509,2
CINCINNATI,OH,15,20230225,37,228,2
OXNARD,CA,14,20241020,5,908,0
DETROIT,MI,14,20240811,23,309,2
KANSAS,OK,16,20241014,38,585,2
ABBEVILLE,LA,16,20241108,19,0,2
CLEVELAND,OH,16,20241104,37,239,2
LAS VEGAS,NV,12,20241011,35,638,2
LOS ANGELES,CA,15,20240909,5,682,0
PHOENIX,AZ,17,20241113,4,942,0
KLAMATH FALLS,OR,43,19980501,39,606,1
FRESNO,CA,17,20241021,5,420,2
CLEVELAND,OH,17,20241106,37,239,2
MANSFIELD,OH,17,20240226,37,710,2
LANCASTER,CA,15,20241008,5,634,0
NORTH HOLLYWOOD,CA,15,20241012,5,855,0
BIRMINGHAM,AL,15,20240925,2,102,2
WENATCHEE,WA,16,20241110,51,1304,0
TUCSON,AZ,36,19960111,4,1233,0
GALESBURG,IL,18,20241109,15,429,2
CANTON,GA,17,20241031,11,178,2
I AKGAK,MP,23,20110525,26,548,2
PROSPECT,OR,61,19780622,39,978,1
BLUEMONT,VA,16,20241102,48,117,2
SALEM,OR,17,20241110,39,1067,0
I AKGAK,MP,24,20110525,26,548,2
BIG CREEK,KY,16,20241102,18,98,2
VISALIA,CA,15,20241101,5,1275,0
LOS ANGELES,CA,17,20241024,5,682,0
LILBURN,GA,15,20240920,11,659,0
ROYAL PALM BEACH,FL,13,20241030,10,1048,0
PALO CEDRO,CA,14,20241110,5,918,0
LEXINGTON,KY,17,20240920,18,657,0
VAN NUYS,CA,16,20241016,5,1260,0
KNOXVILLE,TN,17,20241011,45,607,2
FORT SMITH,AR,63,19781001,3,408,1
DENVER,CO,16,20241106,6,307,2
FLUSHING,NY,17,20241027,36,396,2
HAMMOND,IN,17,20240924,16,495,2
MEMPHIS,TN,17,20241012,45,736,2
SHREVEPORT,LA,17,20241019,19,1133,0
OGDEN,UT,17,20240411,47,882,0
CLARKSVILLE,TN,17,20240618,45,235,2
SAN ANTONIO,TX,17,20241022,46,1073,0
HOLTVILLE,CA,51,19890922,5,532,1
BELLEVILLE,WV,18,20241030,53,85,2
SPRINGFIELD,MO,15,20241104,25,1165,0
CHESTER,PA,16,20241003,40,218,2
MCDONOUGH,GA,17,20241030,11,730,0
JACKSON,GA,17,20241031,11,562,2
RANCHO CUCAMONGA,CA,17,20241031,5,994,0
NASHVILLE,TN,14,20240522,45,814,2
ANNANDALE,VA,4,20240602,48,36,2
LATTA,SC,16,20241028,43,639,2
EDISON,NJ,15,20241030,33,338,2
YORBA LINDA,CA,18,20220812,5,1358,0
LEXINGTON,KY,16,20241015,18,657,0
LUTZ,FL,5,20240826,10,693,0
MODESTO,CA,33,20070108,5,772,0
MATTHEWS,NC,15,20241028,29,724,0
PASADENA,CA,14,20241021,5,926,0
LONG BEACH,CA,14,20240527,5,677,0
STELLA,MO,17,20241014,25,1171,0
LOS ANGELES,CA,16,20241018,5,682,0
INDIANAPOLIS,IN,17,20241011,16,553,2
LAS VEGAS,NV,17,20241005,35,638,2
SAND SPRINGS,OK,16,20241007,38,1093,0
OLYMPIA,WA,17,20240911,51,887,2
MOULTRIE,GA,30,20080917,11,795,0
CHATTANOOGA,TN,16,20240926,45,215,2
CHICAGO,IL,15,20241020,15,219,2
KANSAS CITY,MO,18,20240921,25,586,2
WORCESTER,MA,17,20240614,20,1349,0
PHILADELPHIA,PA,14,20240928,40,941,0
SAN DIEGO,CA,3,20230809,5,1077,0
LOS ANGELES,CA,18,20240603,5,682,0
MURFREESBORO,TN,17,20241021,45,806,2
LIBERTY,KY,18,20211106,18,658,0
OAKLAND,CA,25,20190503,5,876,0
NEW SWEDEN,ME,14,20240923,22,834,0
STATHAM,GA,16,20241008,11,1170,0
FLORENCE,SC,17,20240829,43,394,2
COLUMBUS,OH,19,20231218,37,256,2
DAYTON,OH,17,20240917,37,299,2
POMONA,CA,18,20240812,5,959,0
LOS ANGELES,CA,17,20240518,5,682,0
PARKER,CO,17,20241019,6,922,0
SAINT JOSEPH,MO,17,20241006,25,1062,0
ANN ARBOR,MI,69,19700119,23,34,1
CULLMAN,AL,18,20241016,2,284,2
CLINTON,MO,17,20241009,25,242,2
LILBURN,GA,16,20240204,11,659,0
TULSA,OK,17,20241016,38,1236,0
PORTSMOUTH,VA,16,20240810,48,971,0
CENTRALIA,IL,18,20240925,15,200,2
VIEW PARK,CA,17,20241010,5,1272,0
CHICAGO,IL,51,19800108,15,219,1
MESA,AZ,16,20240817,4,741,0
NORTH CHARLESTON,SC,17,20241010,43,853,0
CONWAY,SC,16,20240929,43,262,2
ERIE,PA,15,20240727,40,361,2
ROCK HILL,SC,16,20240930,43,1029,0
FRAMINGHAM,MA,16,20240621,20,411,2
FORT WORTH,TX,15,20240601,46,410,2
LAVEEN,AZ,17,20241015,4,643,0
PINELLAS PARK,FL,14,20241004,10,947,0
LOS ANGELES,CA,17,20240430,5,682,0
WASHINGTON,DC,16,20240417,8,1291,0
FRESNO,CA,17,20241005,5,420,2
SAN ANTONIO,TX,15,20150917,46,1073,0
PENSACOLA,FL,16,20241016,10,932,0
INDIANAPOLIS,IN,17,20240929,16,553,2
LAFAYETTE,CA,16,20240531,5,621,0
STAPLETON,AL,16,20240913,2,1168,0
ORANGEVALE,CA,17,20240905,5,897,0
SMOAKS,SC,18,20220927,43,1140,0
PORTERVILLE,CA,15,20240918,5,969,0
MICHIGAN CITY,IN,16,20240910,16,752,0
DENVER,CO,37,19890612,6,307,2
GRANGEVILLE,ID,45,19820831,14,468,1
PORTERVILLE,CA,16,20240918,5,969,0
SMOAKS,SC,3,20220927,43,1140,0
MANNING,SC,17,20241005,43,708,2
NAPLES,FL,16,20240925,10,812,0
MT. HEALTHY,OH,16,20241010,37,802,0
ORLANDO,FL,16,20240831,10,898,0
SAN PEDRO,CA,15,20240912,5,1088,0
ORANGE,CA,17,20240922,5,895,0
LOS ANGELES,CA,15,20240813,5,682,0
BENICIA,CA,15,20240927,5,90,2
JACKSONVILLE,NC,17,20240817,29,563,2
WOODLAND HILLS,CA,14,20220714,5,1344,0
RIALTO,CA,16,20230520,5,1012,0
PHILADELPHIA,PA,17,20240417,40,941,0
LOMPOC,CA,1,20240713,5,675,0
SANTA MARIA,CA,17,20231027,5,1103,0
LOMPOC,CA,17,20240713,5,675,0
WILLIAMSPORT,OH,16,20241008,37,1325,0
VISALIA,CA,16,20240904,5,1275,0
LOS ANGELES,CA,17,20240909,5,682,0
DUFFIELD,VA,17,20240926,48,322,2
EUNICE,LA,17,20240922,19,364,2
TULARE,CA,16,20241005,5,1235,0
MONCKS CORNER,SC,48,19881004,43,774,1
YOUNGSTOWN,OH,15,20240812,37,1362,0
LOUISVILLE,KY,13,20240911,18,684,0
TOLEDO,OH,12,20240915,37,1219,0
GREAT FALLS,MT,16,20240928,28,470,2
CLEVELAND,OH,19,20240810,37,239,2
PLACENTIA,CA,13,20240118,5,951,0
CLEVELAND,TX,15,20240906,46,239,2
HILLSBORO,OR,14,20240828,39,523,2
ELKHART,IN,17,20240412,16,349,2
CLEVELAND,OH,17,20240921,37,239,2
ATHENS,AL,15,20240912,2,53,2
ORLANDO,FL,16,20240903,10,898,0
YAKIMA,WA,17,20240925,51,1355,0
NORTH CHARLESTON,SC,17,20240922,43,853,0
DIX HILLS,NY,16,20240920,36,312,2
MESA,AZ,16,20240912,4,741,0
BENSALEM,PA,15,20240818,40,91,2
YORK,PA,16,20240916,40,1359,0
DAYTON,TN,17,20240920,45,299,2
SUMMERVILLE,SC,17,20240915,43,1182,0
MIDDLE RIVER,MD,16,20240817,21,753,0
AMBLER,PA,17,20221203,40,26,2
MILWAUKEE,WI,14,20240902,52,762,2
MEMPHIS,TN,16,20240916,45,736,2
FRENCH CAMP,CA,18,20240425,5,419,2
CENTRALIA,IL,17,20240829,15,200,2
MESA,AZ,16,20240904,4,741,0
PARKERSBURG,WV,15,20230912,53,923,0
SAN CLEMENTE,CA,17,20240907,5,1076,0
GARY,IN,13,20240811,16,437,2
TEMPE,AZ,17,20240905,4,1201,0
BELLEVUE,NE,15,20240804,31,86,2
GADSDEN,AL,16,20240915,2,426,2
NEVADA,MO,17,20240915,25,821,0
CINCINNATI,OH,17,20240726,37,228,2
MORENO VALLEY,CA,16,20230901,5,787,0
OMAHA,NE,16,20240901,31,888,0
DECATUR,TN,18,20240821,45,301,2
FAIRFIELD,CA,18,20240419,5,377,2
GOLDSBORO,NC,16,20240908,29,455,2
SACRAMENTO,CA,15,20240821,5,1052,0
OKLAHOMA CITY,OK,15,20240911,38,884,0
ELGIN,TX,16,20240702,46,347,2
HARTFORD,CT,17,20240828,7,500,2
COLORADO SPRINGS,CO,17,20240824,6,253,2
CLEVELAND,OH,15,20240808,37,239,2
CLEVELAND,OH,16,20240723,37,239,2
LA MIRADA,CA,16,20240107,5,616,0
GREENEVILLE,TN,17,20220413,45,473,2
SPOKANE VALLEY,WA,17,20240728,51,1157,0
TYLER,TX,38,20070115,46,1244,1
MALAGA,WA,16,20240901,51,703,2
KANSAS,OK,15,20240811,38,585,2
CHICAGO,IL,13,20240829,15,219,2
HAZEL PARK,MI,46,19810831,23,505,1
LISLE,IL,17,20240618,15,664,0
SATSUMA,FL,21,20090210,10,1106,0
LAVEEN,AZ,16,20240205,4,643,0
GHENT,,41,20020125,0,442,1
GROVE CITY,OH,17,20240826,37,481,2
JONESBORO,GA,18,20230529,11,571,2
LYNNWOOD,WA,53,19910509,51,697,1
RUSTON,LA,17,20240829,19,1051,0
ATLANTA,GA,15,20240808,11,54,2
SAN BERNARDINO,CA,15,20240619,5,1075,0
ALBANY,NY,16,20240817,36,13,2
RACINE,WI,17,20240610,52,987,0
SAN FRANCISCO,CA,70,19720806,5,1079,1
PORTLAND,OR,16,20240605,39,970,0
HOLLYWOOD,CA,33,19911206,5,531,0
CLEVELAND,OH,17,20240820,37,239,2
MAYAGÜEZ,PR,17,20240123,41,726,2
FULSHEAR,TX,11,20230606,46,424,2
MIAMI GARDENS,FL,14,20240821,10,748,0
ALBUQUERQUE,NM,14,20240714,34,14,2
YOUNGSTOWN,OH,17,20240820,37,1362,0
NEW HAVEN,CT,12,20240731,7,829,0
MATTAPAN,MA,16,20240515,20,723,0
CHESTER,PA,15,20240807,40,218,2
LAVEEN,AZ,16,20240817,4,643,0
VAN NUYS,CA,13,20231225,5,1260,0
VAN NUYS,CA,17,20231225,5,1260,0
MESA,AZ,14,20240815,4,741,0
HOUSTON,TX,16,20240818,46,541,2
CLAYTON,NC,15,20240817,29,236,2
CLEVELAND,OH,16,20240813,37,239,2
DALLAS,TX,15,20240607,46,292,2
PHOENIX,AZ,15,20240728,4,942,0
SOUTH BEND,IN,15,20230601,16,1146,0
LANCASTER,CA,17,20230905,5,634,0
CHICAGO,IL,17,20240806,15,219,2
LAS VEGAS,NV,17,20240813,35,638,2
MEMPHIS,TN,16,20240729,45,736,2
CLIO,MI,15,20240808,23,243,2
LORETTO,KY,18,20240727,18,681,0
CHICAGO,IL,20,20240726,15,219,2
MESA,AZ,17,20240802,4,741,0
HANFORD,CA,22,20190101,5,497,2
HURRICANE,WV,17,20240625,53,546,2
TAMARAC,FL,17,20240803,10,1194,0
HARLINGEN,TX,15,20240801,46,499,2
LUMBERTON,NC,14,20240806,29,690,2
FLORISSANT,MO,16,20240806,25,395,2
DAYTON,OH,17,20230801,37,299,2
FREDERICKTOWN,OH,16,20240713,37,416,2
HEMET,CA,17,20221210,5,509,2
FRAMINGHAM,MA,22,20190222,20,411,2
OMAHA,NE,18,20240726,31,888,0
FAYETTEVILLE,NC,17,20220324,29,385,2
MISSION HILLS,CA,16,20240621,5,766,0
RIO RANCHO,NM,13,20230625,34,1018,0
TALBOTT,TN,17,20240728,45,1192,0
LOS ANGELES,CA,15,20240628,5,682,0
EWA BEACH,HI,14,20240731,12,371,2
THOMASTON,GA,17,20240618,11,1208,0
MUNCIE,IN,17,20240803,16,805,0
MEMPHIS,TN,17,20240426,45,736,2
SCHOFIELD BARRACKS,HI,20,20240731,12,1111,0
MAPLE VALLEY,WA,20,20170728,51,713,2
WAIANAE,HI,17,20240725,12,1278,0
PLAINFIELD,IL,19,20230930,15,953,0
WORCESTER,MA,17,20240711,20,1349,0
LOS ANGELES,CA,10,20240707,5,682,0
LOS ANGELES,CA,4,20240707,5,682,0
SPRINGFIELD,MA,16,20231223,20,1165,0
PHOENIX,AZ,15,20240319,4,942,0
ERIE,PA,58,19830221,40,361,1
LOS ANGELES,CA,7,20240707,5,682,0
FORT WORTH,TX,17,20240730,46,410,2
CINCINNATI,OH,17,20240727,37,228,2
COFFEE SPRINGS,AL,16,20240611,2,249,2
MILLERSVILLE,TN,14,20110501,45,761,2
PHOENIX,AZ,62,19820226,4,942,1
SANTA ANA,CA,52,19790409,5,1095,1
UNIVERSAL CITY,TX,17,20240705,46,1251,0
ROCKLEDGE,FL,17,20240525,10,1032,0
DENVER,CO,15,20240528,6,307,2
FRUITLAND,ID,8,20210727,14,422,2
MEMPHIS,TN,15,20231111,45,736,2
FLORENCE,SC,16,20240608,43,394,2
LOS ANGELES,CA,15,20240714,5,682,0
WAIANAE,HI,17,20240707,12,1278,0
COFFEE SPRINGS,AL,16,20240719,2,249,2
TIGARD,OR,17,20240710,39,1215,0
CINCINNATI,OH,15,20240714,37,228,2
MIAMI GARDENS,FL,17,20240716,10,748,0
RAPID CITY,SD,17,20240711,44,996,0
INDIANAPOLIS,IN,17,20240715,16,553,2
STOCKTON,CA,3,20220126,5,1174,0
TUSLA,OK,16,20240711,38,1242,0
LOCKPORT,NY,17,20240715,36,673,2
LEWISBURG,TN,17,20240711,45,656,2
WICHITA,KS,18,20240714,17,1322,0
CHICAGO,IL,43,19830625,15,219,2
FORT LAUDERDALE,FL,15,20231211,10,404,2
HIRAM,GA,16,20240511,11,526,2
AUBURN,AL,17,20240628,2,57,2
BLOOMSDALE,MO,16,20240706,25,114,2
OKLAHOMA CITY,OK,16,20240627,38,884,0
PASADENA,CA,16,20240315,5,926,0
ERIE,PA,17,20240709,40,361,2
BALTIMORE,MD,15,20240205,21,68,2
THOUSAND PALMS,CA,36,20030608,5,1213,0
ORANGE,CA,16,20240621,5,895,0
LAS VEGAS,NV,17,20240506,35,638,2
HONOLULU,HI,12,20221012,12,538,2
TULSA,OK,35,20041229,38,1236,0
ROY,UT,17,20240627,47,1047,0
VAN NUYS,CA,5,20240526,5,1260,0
CONWAY,SC,18,20240629,43,262,2
HONOLULU,HI,9,20221012,12,538,2
PFLUGERVILLE,TX,17,20240404,46,940,0
LOUISVILLE,KY,17,20240706,18,684,0
LITTLE ROCK,AR,17,20240130,3,667,0
VANCOUVER,WA,16,20240619,51,1261,0
LINCOLN,GA,17,20240617,11,661,0
WESTON,WI,23,20151011,52,1315,0
LOWELLVILLE,OH,63,19820517,37,686,1
BELLFLOWER,CA,16,20240518,5,87,2
CLEARWATER,FL,14,20240620,10,237,2
JACKSONVILLE,FL,18,20240615,10,563,2
OXNARD,CA,16,20240501,5,908,0
BELLFLOWER,CA,17,20240518,5,87,2
MILWAUKEE,WI,17,20240627,52,762,2
CORAL SPRINGS,FL,16,20240616,10,267,2
DETROIT,MI,14,20240109,23,309,2
PALMDALE,CA,17,20240108,5,916,0
RIALTO,CA,17,20240531,5,1012,0
FLORENCE,AZ,17,20240624,4,394,2
SIMI VALLEY,CA,19,20231104,5,1135,0
PHILADELPHIA,PA,16,20240617,40,941,0
ASOTIN,WA,58,19790428,51,51,1
SPRINGFIELD,OH,17,20230623,37,1165,0
MILWAUKEE,WI,17,20220623,52,762,2
FORT LAUDERDALE,FL,17,20240623,10,404,2
PALMETTO,FL,17,20240610,10,917,0
NEW ALBANY,IN,17,20240520,16,822,0
REPUBLIC,MO,16,20240624,25,1008,0
EL CAJON,CA,17,20230804,5,341,2
BINGHAMTON,NY,18,20240508,36,101,2
SAINT MARTINVILLE,LA,58,19860802,19,1064,1
CHATTANOOGA,TN,17,20240617,45,215,2
WESTFIELD,MA,48,19921106,20,1313,1
MONTGOMERY,AL,18,20240327,2,781,0
MODESTO,CA,16,20240530,5,772,0
NEW ORLEANS,LA,6,20190727,19,832,0
HOUSTON,TX,16,20240320,46,541,2
DAYTON,OH,14,20240614,37,299,2
DAVENPORT,IA,59,19800324,13,296,1
WALTON,NE,16,20240503,31,1285,0
FAYETTEVILLE,GA,17,20240605,11,385,2
DAYTON,OH,16,20240101,37,299,2
COVINGTON,TN,17,20220527,45,274,2
ATLANTA,MO,5,20230605,25,54,2
FONTANA,CA,30,19980610,5,398,2
CHANNELVIEW,TX,22,20060731,46,207,2
LEXINGTON,NE,17,20080427,31,657,2
